PLAYER_ID,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
2544,27,-50,273,1,0
2544,17,-133,108,1,0
2544,1,6,11,1,1
2544,1,5,15,1,0
2544,0,0,-6,1,1
2544,1,-2,14,1,1
2544,2,-11,26,1,1
2544,0,5,6,1,1
2544,0,2,5,1,1
2544,25,-227,109,1,0
2544,6,34,55,1,0
