PLAYER_ID,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
2544,3,-11,34,1,1
2544,2,-20,11,1,0
2544,23,234,24,1,0
2544,2,-6,20,1,1
2544,0,-9,1,1,0
2544,25,230,114,1,0
2544,2,-2,29,1,1
2544,1,8,14,1,1
2544,1,5,15,1,1
2544,8,-84,13,1,1
2544,2,-5,22,1,1
2544,27,-104,257,1,1
2544,26,150,217,1,0
2544,17,134,118,1,0
2544,3,10,34,1,0
2544,2,3,25,1,1
2544,28,93,268,1,1
2544,27,-120,249,1,0
2544,25,-100,235,1,1
2544,26,174,198,1,0
2544,2,24,11,1,0
2544,1,1,19,1,1
2544,27,121,251,1,0
2544,3,-20,27,1,1
2544,5,0,53,1,0
2544,26,154,221,1,1
2544,26,-54,263,1,0
2544,28,-145,242,1,0
2544,14,104,101,1,1
2544,7,16,75,1,0
2544,0,-6,-2,1,1
2544,25,-138,218,1,1
2544,28,148,239,1,0
2544,26,-29,261,1,0
2544,2,-18,19,1,1
2544,4,8,48,1,1
2544,1,-5,15,1,1
2544,2,12,27,1,1
2544,2,2,21,1,1
2544,25,-218,126,1,0
2544,27,43,270,1,0
2544,26,86,246,1,1
2544,0,0,-6,1,1
2544,26,54,264,1,1
2544,29,-158,248,1,1
2544,26,-139,223,1,0
2544,2,5,25,1,1
2544,26,-181,190,1,1
2544,1,-7,15,1,1
2544,29,-128,269,1,0
2544,2,6,22,1,1
2544,21,174,130,1,0
2544,2,-11,17,1,1
2544,2,9,23,1,1
2544,12,76,105,1,0
2544,2,11,26,1,0
2544,26,-171,196,1,0
2544,2,-20,13,1,0
2544,24,204,141,1,0
2544,2,21,7,1,1
2544,6,-22,57,1,0
2544,1,18,2,1,1
2544,6,-13,59,1,1
2544,25,62,246,1,1
2544,24,95,227,1,1
2544,24,-209,130,1,0
2544,2,25,13,1,1
2544,24,-230,73,1,0
2544,2,-24,4,1,1
2544,24,169,174,1,0
2544,12,65,104,1,0
2544,3,34,21,1,1
2544,25,-211,137,1,0
2544,3,27,24,1,0
2544,1,-9,9,1,0
2544,3,32,9,1,0
2544,24,230,73,1,1
2544,1,-11,-2,1,1
2544,2,-19,17,1,1
2544,2,-21,-4,1,1
2544,2,25,1,1,1
2544,1,-19,5,1,1
2544,2,23,0,1,1
2544,34,-182,290,1,1
2544,20,-127,160,1,0
2544,17,-114,134,1,1
2544,25,-6,258,1,0
2544,15,100,116,1,1
2544,12,-126,22,1,0
2544,25,-128,216,1,0
2544,1,2,15,1,1
2544,1,15,4,1,1
2544,1,11,7,1,1
2544,24,200,148,1,1
2544,22,190,111,1,0
2544,3,-24,27,1,1
2544,2,16,16,1,1
2544,5,-55,9,1,0
2544,0,0,-6,1,0
2544,26,161,205,1,0
2544,1,7,17,1,1
2544,18,-107,151,1,1
2544,11,58,105,1,1
2544,35,-3,356,1,1
2544,14,59,131,1,0
2544,2,22,11,1,0
2544,2,-1,21,1,1
2544,26,18,267,1,1
2544,31,-107,298,1,0
2544,0,-1,5,1,1
2544,26,-78,254,1,0
2544,17,93,154,1,0
2544,28,-92,265,1,0
2544,2,-8,25,1,1
2544,26,117,243,1,0
2544,3,-11,32,1,1
2544,2,-9,20,1,1
2544,3,-6,32,1,1
2544,8,-84,-5,1,1
2544,25,-75,241,1,1
2544,13,-138,-10,1,1
2544,27,-147,234,1,0
2544,1,11,15,1,1
2544,2,12,27,1,1
2544,26,87,250,1,0
2544,2,12,24,1,1
2544,6,39,46,1,1
2544,27,-147,230,1,0
2544,3,-5,30,1,0
2544,3,27,15,1,0
2544,24,-182,167,1,0
2544,0,7,-1,1,1
2544,0,5,4,1,0
2544,2,22,5,1,1
2544,1,-1,15,1,0
2544,26,-134,223,1,0
2544,25,74,246,1,1
2544,28,-78,275,1,0
2544,1,0,17,1,1
2544,25,10,254,1,0
2544,1,10,8,1,1
2544,27,-51,266,1,1
2544,25,-52,248,1,0
2544,1,-9,6,1,0
2544,1,-10,3,1,0
2544,18,-4,184,1,0
2544,2,19,9,1,1
2544,4,27,30,1,0
2544,2,20,10,1,1
2544,0,0,4,1,1
2544,1,16,9,1,1
2544,16,16,162,1,0
2544,25,-114,227,1,1
2544,25,-47,255,1,0
2544,19,-120,151,1,1
2544,1,-6,10,1,1
2544,15,-130,80,1,0
2544,1,8,9,1,1
2544,26,-21,264,1,0
2544,26,109,237,1,1
2544,1,16,10,1,0
2544,26,-25,268,1,1
2544,26,69,259,1,0
2544,1,11,15,1,1
2544,20,-81,185,1,1
2544,12,-47,113,1,0
2544,26,-11,260,1,0
2544,27,-5,270,1,1
2544,27,43,274,1,0
2544,1,5,15,1,1
2544,3,-9,33,1,0
